,hit_id,sample_id,subject_id,leaf_id,ref_id
3586,OYCY01.33916.1_1/3-194,SAMN06164763,17090904,S1027,Desulfitibacter_alkalitolerans__DfiAlka2
3587,OVMA01.36195.1_1/11-107,SAMN06016372,,,
3588,OVMA01.36195.1_2/1-111,SAMN06016372,,,
3589,ORJY01.597.1_5/1-343,SAMN04329851,,S365,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3590,ORJY01.597.1_4/7-240,SAMN04329851,,S623,Desulfitibacter_alkalitolerans__DfiAlka2
3591,OVTF01.23111.1_1/64-323,SAMN06016412,,,
3592,OVTF01.3900.1_2/2-216,SAMN06016412,,,
3593,OVTF01.3900.1_1/2-86,SAMN06016412,,,
3594,OYSA01.581.1_2/100-473,SAMN06165528,19061811,S1107,Bilophila_wadsworthia__BilWads6
3595,OYSA01.474.1_3/144-517,SAMN06165528,19061811,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
3596,OYSA01.674.1_2/54-406,SAMN06165528,19061811,S367,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3597,OYSA01.1705.1_2/11-266,SAMN06165528,19061811,S992,Bilophila_wadsworthia__BilWads6
3598,OYSA01.581.1_1/11-266,SAMN06165528,19061811,S1284,Bilophila_wadsworthia__BilWads6
3599,OYSA01.474.1_2/11-266,SAMN06165528,19061811,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
3600,OYSA01.674.1_3/6-240,SAMN06165528,19061811,S370,Desulfitibacter_alkalitolerans__DfiAlka2
3601,OYSA01.1705.1_1/1-83,SAMN06165528,19061811,S1582,Desulfovibrio_vulgaris__DQ826729
3602,OYKN01.179.1_2/62-435,SAMN06165573,20069333,S9,Bilophila_wadsworthia__BilWads6
3603,OYKN01.179.1_1/11-266,SAMN06165573,20069333,S63,Bilophila_wadsworthia__BilWads6
3604,ORQK01.22490.1_1/1-176,SAMEA2338669,,,
3605,ORQK01.21855.1_2/64-174,SAMEA2338669,,S195,Bilophila_sp._4_1_30__BilSpec3
3606,OQQH01.30758.1_1/11-266,SAMN02712190,,S17,Bilophila_sp._4_1_30__BilSpec3
3607,OQQH01.83241.1_1/1-199,SAMN02712190,,,
3608,CAAERG01.154.1_63/40-291,SAMEA5278236,SRP056480|IT8,S1221,Moorella_thermoacetica_Y72_copy_2__MooTher5
3609,UZVA01.42736.1_1/63-203,SAMN00792059,,,
3610,UYDG01.107344.1_1/1-142,SAMEA2144980,,S1583,Bilophila_wadsworthia__BilWads6
3611,UYDG01.105161.1_1/1-118,SAMEA2144980,,S1584,Bilophila_wadsworthia__BilWads6
3612,UYDG01.20295.1_3/2-97,SAMEA2144980,,S1585,Bilophila_sp._4_1_30__BilSpec3
3613,OWSB01.141.1_37/62-435,SAMEA4378313,,S643,uncultured_bacterium__EF645667
3614,OWSB01.1638.1_14/53-397,SAMEA4378313,,S1018,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3615,OWSB01.141.1_38/11-266,SAMEA4378313,,S363,uncultured_bacterium__EF645667
3616,OWSB01.1638.1_13/5-240,SAMEA4378313,,S1452,Desulfitibacter_alkalitolerans__DfiAlka2
3617,UPCT01.38833.1_1/64-437,SAMEA2737684,D86,S9,Bilophila_wadsworthia__BilWads6
3618,UPCV01.17774.1_2/51-395,SAMEA2737688,D44,S137,Gordonibacter_pamelaeae_7-10-1-b__FP929047
3619,UPCV01.20853.1_2/1-142,SAMEA2737688,D44,,
3620,UPCV01.17774.1_1/3-82,SAMEA2737688,D44,,
3621,UBNS01.12052.1_2/5-240,SAMEA4431933,,S1489,Desulfitibacter_alkalitolerans__DfiAlka2
3622,UMGC01.85348.1_4/64-437,SAMEA4836061,,S14,Bilophila_sp._4_1_30__BilSpec3
3623,UMGC01.85348.1_5/11-85,SAMEA4836061,,,
3624,UZHT01.11967.1_2/1-166,SAMN00791920,,,
3625,JAJCNO01.55.1_2/8-381,SAMN22167415,,S612,uncultured_bacterium__EF645667
3626,JAJCNO01.14.1_1/12-267,SAMN22167415,,S624,uncultured_bacterium__EF645667
3627,JAJCNO01.37.1_5/12-267,SAMN22167415,,S1239,uncultured_bacterium__EF645666
3628,UYLP01.1698.1_11/64-437,SAMN03653691,P9,S9,Bilophila_wadsworthia__BilWads6
3629,UYLP01.1698.1_12/11-266,SAMN03653691,P9,S17,Bilophila_sp._4_1_30__BilSpec3
3630,OQNA01.2324.1_1/64-141,SAMD00036425,,,
3631,OYMQ01.311.1_1/64-437,SAMN06165447,14390583,S447,uncultured_bacterium__EF645667
3632,OYMQ01.227.1_1/55-399,SAMN06165447,14390583,S780,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3633,OYMQ01.311.1_2/11-266,SAMN06165447,14390583,S419,uncultured_bacterium__EF645667
3634,OYMQ01.227.1_2/5-240,SAMN06165447,14390583,S1308,Desulfitibacter_alkalitolerans__DfiAlka2
3635,ORBQ01.338.1_24/64-437,SAMN05024041,,S158,Bilophila_sp._4_1_30__BilSpec3
3636,ORBQ01.338.1_23/11-266,SAMN05024041,,S17,Bilophila_sp._4_1_30__BilSpec3
3637,CAJMKA01.74.1_2/64-437,SAMEA7848275,,S143,Bilophila_wadsworthia__BilWads6
3638,CAJMKA01.74.1_1/11-215,SAMEA7848275,,S511,Bilophila_wadsworthia__BilWads6
3639,USWB01.3251.1_10/64-437,SAMN06111982,,S9,Bilophila_wadsworthia__BilWads6
3640,USWB01.3251.1_11/11-266,SAMN06111982,,S63,Bilophila_wadsworthia__BilWads6
3641,USWB01.65136.1_1/37-227,SAMN06111982,,S1523,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3642,AFZX01.32.1_232/50-396,SAMN02299420,,S1586,Desulfitobacterium_hafniense_Y51__DsfHaf15
3643,AFZX01.32.1_231/3-238,SAMN02299420,,S1587,Desulfitobacterium_hafniense_Y51__DsfHaf15
3644,OYSX01.581.1_2/11-266,SAMN06165718,72164642,S1588,Desulfovibrio_sp._Dsv1__DsvSp233
3645,OYSX01.3061.1_1/63-241,SAMN06165718,72164642,,
3646,OYSX01.4084.1_1/49-200,SAMN06165718,72164642,S985,Desulfitobacterium_sp._PCE-1__DstSpe13
3647,OYSX01.581.1_3/1-191,SAMN06165718,72164642,S1016,Desulfovibrio_sp._Dsv1__DsvSp233
3648,OYSX01.4884.1_1/6-127,SAMN06165718,72164642,,
3649,OYSX01.3191.1_2/1-90,SAMN06165718,72164642,S1515,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3650,OWDP01.64553.1_2/11-126,SAMEA3708558,,S1331,uncultured_bacterium__EF645667
3651,OYFS01.321.1_2/64-437,SAMN06165514,18628150,S9,Bilophila_wadsworthia__BilWads6
3652,OYFS01.321.1_1/11-266,SAMN06165514,18628150,S63,Bilophila_wadsworthia__BilWads6
3653,OYFS01.3976.1_1/6-152,SAMN06165514,18628150,S892,Desulfitibacter_alkalitolerans__DfiAlka2
3654,OYFS01.3976.1_2/1-117,SAMN06165514,18628150,,
3655,OOWF01.12486.1_1/1-264,SAMEA2042915,,S1590,Desulfovibrio_piger__DslPige3
3656,OWBI01.4399.1_4/64-437,SAMEA3708516,,S9,Bilophila_wadsworthia__BilWads6
3657,OWBI01.4399.1_3/1-253,SAMEA3708516,,S73,Bilophila_wadsworthia__BilWads6
3658,OWDE01.3464.1_7/64-437,SAMEA3708515,,S9,Bilophila_wadsworthia__BilWads6
3659,OWDE01.3464.1_6/11-266,SAMEA3708515,,S63,Bilophila_wadsworthia__BilWads6
3660,OYOM01.997.1_1/52-399,SAMN06165428,13111491,S1424,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3661,OYOM01.997.1_2/7-240,SAMN06165428,13111491,S623,Desulfitibacter_alkalitolerans__DfiAlka2
3662,OYOM01.11505.1_1/1-211,SAMN06165428,13111491,S1224,Desulfitibacter_alkalitolerans__DfiAlka2
3663,OYWU01.53823.1_1/1-91,SAMN06165043,40322749,,
3664,OPUS01.12942.1_2/179-529,SAMEA2043042,,S392,Desulfovibrio_piger__DslPige3
3665,OPUS01.12942.1_1/11-189,SAMEA2043042,,S840,Desulfovibrio_piger__DslPige3
3666,OZCU01.7988.1_2/27-293,SAMN06165100,50241352,S918,Moorella_thermoacetica_Y72_copy_2__MooTher5
3667,UPSX01.18928.1_1/64-431,SAMN06112033,,S196,Bilophila_sp._4_1_30__BilSpec3
3668,UPSX01.8822.1_3/25-254,SAMN06112033,,S471,Bilophila_wadsworthia__BilWads6
3669,OYWQ01.29956.1_2/11-180,SAMN06165045,40344567,,
3670,OWBS01.2427.1_1/1-305,SAMEA3708483,,,
3671,OWBS01.2427.1_2/11-266,SAMEA3708483,,S63,Bilophila_wadsworthia__BilWads6
3672,OWBS01.6670.1_5/64-125,SAMEA3708483,,,
3673,UPEH01.6792.1_3/11-266,SAMEA2737704,,S63,Bilophila_wadsworthia__BilWads6
3674,UPEH01.6792.1_4/1-91,SAMEA2737704,,,
3675,UPXA01.14720.1_1/63-436,SAMN06112028,,S588,Desulfovibrio_piger__DslPige3
3676,UPXA01.30733.1_1/11-266,SAMN06112028,,S251,Desulfovibrio_piger__DslPige3
3677,UPXA01.14720.1_2/11-212,SAMN06112028,,S841,uncultured_bacterium__EF645667
3678,UYCP01.55456.1_2/1-355,SAMEA2153852,,S924,uncultured_bacterium__EF645667
3679,UYCG01.10763.1_7/53-397,SAMEA2150726,,S1292,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3680,UYCG01.19127.1_2/11-266,SAMEA2150726,,S842,uncultured_bacterium__EF645667
3681,UYCG01.19127.1_1/1-263,SAMEA2150726,,,
3682,UYCG01.10763.1_6/5-240,SAMEA2150726,,S1276,Desulfitibacter_alkalitolerans__DfiAlka2
3683,UYCG01.36472.1_1/63-199,SAMEA2150726,,S551,Desulfovibrio_piger__DslPige3
3684,UYCG01.6315.1_6/27-293,SAMEA2150726,,S1054,Moorella_thermoacetica_Y72_copy_2__MooTher5
3685,OZAB01.1850.1_5/27-294,SAMN06165154,51006340,S493,Moorella_thermoacetica_Y72_copy_2__MooTher5
3686,OZAB01.411.1_19/28-293,SAMN06165154,51006340,S422,Moorella_thermoacetica_Y72_copy_2__MooTher5
3687,UYFS01.6872.1_3/63-436,SAMEA2149794,,S316,Desulfovibrio_piger__DslPige3
3688,UYFS01.6872.1_2/11-266,SAMEA2149794,,S898,Desulfovibrio_piger__DslPige3
3689,UYFS01.44921.1_2/1-197,SAMEA2149794,,,
3690,UYFS01.37260.1_2/1-129,SAMEA2149794,,,
3691,UYFS01.63654.1_1/52-169,SAMEA2149794,,,
3692,UYFS01.44921.1_1/4-104,SAMEA2149794,,S1595,Desulfitibacter_alkalitolerans__DfiAlka2
3693,CAAEEC01.370.1_5/28-287,SAMEA5280082,SRP056480|IT8,S1003,Moorella_thermoacetica_Y72_copy_2__MooTher5
3694,OYFM01.277.1_3/62-435,SAMN06165450,14390583,S447,uncultured_bacterium__EF645667
3695,OYFM01.277.1_2/11-266,SAMN06165450,14390583,S419,uncultured_bacterium__EF645667
3696,OYKW01.1978.1_1/1-122,SAMN06165718,72164642,,
3697,OYKW01.2662.1_1/6-127,SAMN06165718,72164642,,
3698,OYKW01.3333.1_1/65-146,SAMN06165718,72164642,,
3699,OYKW01.3044.1_2/1-116,SAMN06165718,72164642,S1597,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
3700,UMGZ01.72067.1_1/64-437,SAMEA4836087,,S9,Bilophila_wadsworthia__BilWads6
3701,UMGZ01.75693.1_4/1-352,SAMEA4836087,,S447,uncultured_bacterium__EF645667
3702,UMGZ01.75693.1_3/11-266,SAMEA4836087,,S419,uncultured_bacterium__EF645667
3703,UMGZ01.56983.1_1/1-208,SAMEA4836087,,,
3704,OYRF01.3096.1_1/1-211,SAMN06165360,11188967,,
3705,OVSU01.16759.1_1/64-398,SAMN06016348,,,
3706,ULSV01.33478.1_4/64-437,SAMEA4835717,,S9,Bilophila_wadsworthia__BilWads6
3707,ULSV01.33478.1_3/11-266,SAMEA4835717,,S74,Bilophila_wadsworthia__BilWads6
3708,OWGB01.33836.1_1/64-123,SAMEA3708625,,,
3709,UXRU01.2831.1_8/62-435,SAMEA2155093,,S656,uncultured_bacterium__EF645667
3710,UXRU01.2831.1_9/11-126,SAMEA2155093,,S363,uncultured_bacterium__EF645667
3711,ULUZ01.20894.1_1/64-144,SAMEA4835771,,,
3712,CABSVB01.21.1_16/62-435,SAMEA5852460,,S656,uncultured_bacterium__EF645667
3713,CABSVB01.21.1_17/11-266,SAMEA5852460,,S363,uncultured_bacterium__EF645667
3714,UEYI01.9754.1_2/64-437,SAMN06115521,,S9,Bilophila_wadsworthia__BilWads6
3715,UEYI01.16060.1_1/1-356,SAMN06115521,,S548,Desulfovibrio_piger__DslPige3
3716,UEYI01.9815.1_3/11-266,SAMN06115521,,S851,Bilophila_wadsworthia__BilWads6
3717,UEYI01.9754.1_1/11-266,SAMN06115521,,S63,Bilophila_wadsworthia__BilWads6
3718,UEYI01.16060.1_2/11-266,SAMN06115521,,S251,Desulfovibrio_piger__DslPige3
3719,UEYI01.9815.1_4/1-242,SAMN06115521,,S903,Desulfovibrio_vulgaris__DQ826729
3720,UERU01.237.1_22/64-437,SAMN06115519,,S9,Bilophila_wadsworthia__BilWads6
3721,UERU01.237.1_21/11-266,SAMN06115519,,S63,Bilophila_wadsworthia__BilWads6
3722,ORSX01.1020.1_5/64-437,SAMEA2338795,,S9,Bilophila_wadsworthia__BilWads6
3723,ORSX01.1020.1_6/11-266,SAMEA2338795,,S17,Bilophila_sp._4_1_30__BilSpec3
3724,CABQYH01.18.1_9/53-397,SAMEA5850526,ERP002469|424,S1327,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3725,CABQYH01.18.1_10/5-240,SAMEA5850526,ERP002469|424,S1308,Desulfitibacter_alkalitolerans__DfiAlka2
3726,OVYH01.10800.1_4/63-436,SAMEA3708497,,S351,uncultured_bacterium__EF645667
3727,OVYH01.10800.1_5/11-266,SAMEA3708497,,S352,uncultured_bacterium__EF645667
3728,OVYH01.36089.1_2/1-242,SAMEA3708497,,,
3729,OVYH01.71234.1_1/42-206,SAMEA3708497,,,
3730,OVYH01.36089.1_1/11-171,SAMEA3708497,,S75,Bilophila_wadsworthia__BilWads6
3731,OVYH01.21461.1_1/64-165,SAMEA3708497,,,
3732,OVYH01.22045.1_3/1-87,SAMEA3708497,,,
3733,OYFK01.1457.1_1/57-189,SAMN06165666,60338620,,
3734,UYEH01.19675.1_2/1-256,SAMEA2161897,,,
3735,UYEH01.19675.1_1/11-128,SAMEA2161897,,,
3736,UBZQ01.24531.1_2/56-429,SAMEA4431882,,S687,Desulfovibrio_piger__DslPige3
3737,UBZQ01.18765.1_3/2-156,SAMEA4431882,,,
3738,UBZQ01.4205.1_5/26-290,SAMEA4431882,,S1598,Moorella_thermoacetica_Y72_copy_2__MooTher5
3739,OUPM01.8747.1_3/10-383,SAMN05356879,,S575,Desulfovibrio_piger__DslPige3
3740,OUPM01.8747.1_2/11-266,SAMN05356879,,S596,Desulfovibrio_piger__DslPige3
3741,OYTV01.4549.1_1/1-182,SAMN06165593,30733891,,
3742,OYTV01.4971.1_1/55-139,SAMN06165593,30733891,,
3743,ORSW01.10511.1_3/1-213,SAMEA2338856,,S1600,Bilophila_wadsworthia__BilWads6
3744,OQLC01.36822.1_2/11-102,SAMD00036381,,,
3745,OQLC01.36822.1_1/2-100,SAMD00036381,,S1161,Bilophila_sp._4_1_30__BilSpec3
3746,OYIY01.5383.1_2/1-145,SAMN06165712,71936712,,
3747,ORQA01.75693.1_1/64-167,SAMEA2338631,,,
3748,UAHF01.2177.1_2/27-294,SAMN06165266,71474566,S493,Moorella_thermoacetica_Y72_copy_2__MooTher5
3749,UALJ01.19214.1_1/65-248,SAMN06164784,17437941,,
3750,UALJ01.26018.1_1/11-201,SAMN06164784,17437941,S1421,Desulfovibrio_piger__DslPige3
3751,UALJ01.2265.1_2/29-295,SAMN06164784,17437941,S918,Moorella_thermoacetica_Y72_copy_2__MooTher5
3752,CAAFIC01.56.1_2/52-400,SAMEA5279601,SRP056480|IT8,S1484,Gordonibacter_pamelaeae__GrdPame5
3753,CAAFIC01.56.1_3/3-238,SAMEA5279601,SRP056480|IT8,S1601,Desulfitobacterium_sp._PCE-1__DstSpe13
3754,ORUE01.11900.1_2/11-179,SAMEA2338790,,,
3755,ORUE01.11900.1_1/1-202,SAMEA2338790,,,
3756,UMHW01.41926.1_1/1-129,SAMEA4836107,,,
3757,UMHW01.62769.1_1/64-173,SAMEA4836107,,,
3758,UMHW01.21742.1_2/11-115,SAMEA4836107,,,
3759,OYUT01.300.1_2/64-437,SAMN06165703,71492982,S9,Bilophila_wadsworthia__BilWads6
3760,OYUT01.1044.1_2/50-397,SAMN06165703,71492982,S423,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3761,OYUT01.300.1_1/11-266,SAMN06165703,71492982,S63,Bilophila_wadsworthia__BilWads6
3762,OYUT01.6294.1_1/1-106,SAMN06165703,71492982,S1473,Desulfitibacter_alkalitolerans__DfiAlka2
3763,OYNU01.1154.1_2/3-280,SAMN06165603,40006207,S1190,uncultured_bacterium__EF645667
3764,OYNU01.1154.1_1/11-95,SAMN06165603,40006207,S514,Bilophila_wadsworthia__BilWads6
3765,OYNC01.510.1_2/113-486,SAMN06165526,19061811,S9,Bilophila_wadsworthia__BilWads6
3766,OYNC01.510.1_1/11-266,SAMN06165526,19061811,S38,Bilophila_sp._4_1_30__BilSpec3
3767,OYNC01.3590.1_1/1-123,SAMN06165526,19061811,,
3768,OYFL01.183.1_2/79-452,SAMN06165682,70572554,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
3769,OYFL01.183.1_1/11-266,SAMN06165682,70572554,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
3770,OYFL01.2851.1_2/11-194,SAMN06165682,70572554,,
3771,UPCY01.822.1_34/62-435,SAMEA2737662,D212_M,S447,uncultured_bacterium__EF645667
3772,UPCY01.822.1_35/11-266,SAMEA2737662,D212_M,S363,uncultured_bacterium__EF645667
3773,ORJW01.25549.1_2/1-217,SAMN04329773,,S1447,Bilophila_wadsworthia__BilWads6
3774,ORJW01.50706.1_1/2-106,SAMN04329773,,,
3775,CABSQS01.4.1_11/573-835,SAMEA5852342,,S1167,Moorella_thermoacetica_Y72_copy_2__MooTher5
3776,OZBH01.16062.1_1/1-283,SAMN06164923,19966838,,
3777,OZRO01.26676.1_2/1-155,SAMN06164615,14040721,,
3778,ORNJ01.20593.1_1/7-261,SAMEA2338734,,S265,Desulfovibrio_piger__DslPige3
3779,ORNJ01.32790.1_1/1-218,SAMEA2338734,,S1603,Desulfovibrio_piger__DslPige3
3780,OYJC01.898.1_2/43-416,SAMN06165579,30293054,S9,Bilophila_wadsworthia__BilWads6
3781,OYJC01.313.1_2/52-399,SAMN06165579,30293054,S233,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3782,OYJC01.898.1_1/11-266,SAMN06165579,30293054,S63,Bilophila_wadsworthia__BilWads6
3783,OYJC01.313.1_3/7-240,SAMN06165579,30293054,S353,Desulfitibacter_alkalitolerans__DfiAlka2
3784,CAJLHK01.33.1_20/1-365,SAMEA7846942,,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
3785,CAJLHK01.33.1_19/11-266,SAMEA7846942,,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
3786,QIBV01.2.1_28/51-395,SAMN09280237,,S635,Gordonibacter_pamelaeae__GrdPame5
3787,QIBV01.2.1_27/3-237,SAMN09280237,,S1044,Gordonibacter_pamelaeae__GrdPame5
3788,UZQZ01.16663.1_1/64-205,SAMN00792039,,,
3789,UZQZ01.22762.1_2/4-168,SAMN00792039,,,
3790,UZQZ01.22762.1_1/11-127,SAMN00792039,,,
3791,OZHP01.48.1_38/27-294,SAMN06165313,71869016,S1072,Moorella_thermoacetica_Y72_copy_2__MooTher5
3792,OPVK01.67805.1_1/1-167,SAMEA2042002,,S1604,Desulfovibrio_piger__DslPige3
3793,OWBG01.8946.1_2/11-266,SAMEA3708678,,S63,Bilophila_wadsworthia__BilWads6
3794,OWBG01.11199.1_1/64-176,SAMEA3708678,,,
3795,OWBG01.8946.1_1/2-119,SAMEA3708678,,,
3796,ORTO01.4638.1_7/64-437,SAMEA2338791,,S197,Bilophila_wadsworthia__BilWads6
3797,ORTO01.4638.1_6/11-266,SAMEA2338791,,S76,Bilophila_wadsworthia__BilWads6
3798,ORTO01.67370.1_1/11-160,SAMEA2338791,,S1605,Desulfovibrio_piger__DslPige3
3799,OWEX01.26499.1_1/11-224,SAMEA3708486,,,
3800,OWEX01.6239.1_3/64-247,SAMEA3708486,,,
3801,UMJL01.12869.1_5/28-293,SAMEA4836148,,S919,Moorella_thermoacetica_Y72_copy_2__MooTher5
3802,OYSV01.1206.1_1/2-93,SAMN06165674,70059005,,
3803,OYGE01.3262.1_1/64-319,SAMN06165640,50466110,,
3804,OYGE01.7596.1_1/1-190,SAMN06165640,50466110,,
3805,OWRC01.28036.1_1/1-204,SAMEA4378242,,,
3806,OWRC01.28036.1_2/11-166,SAMEA4378242,,,
3807,CAAEFZ01.743.1_3/64-437,SAMEA5279607,SRP056480|IT8,S1109,Bilophila_wadsworthia__BilWads6
3808,CAAEFZ01.743.1_2/11-266,SAMEA5279607,SRP056480|IT8,S980,Bilophila_wadsworthia__BilWads6
3809,OQCE01.8582.1_3/11-147,SAMD00036228,,S77,Bilophila_sp._4_1_30__BilSpec3
3810,OQCE01.8582.1_2/12-134,SAMD00036228,,S604,Bilophila_sp._4_1_30__BilSpec3
3811,OQCE01.8582.1_1/87-152,SAMD00036228,,S1606,Bilophila_sp._4_1_30__BilSpec3
3812,OYOF01.10864.1_1/1-209,SAMN06165654,50694555,,
3813,OYOF01.12220.1_1/1-173,SAMN06165654,50694555,,
3814,OUPV01.4006.1_4/63-436,SAMN05194723,,S328,Desulfovibrio_piger__DslPige3
3815,OUPV01.4006.1_5/11-266,SAMN05194723,,S843,Desulfovibrio_piger__DslPige3
3816,ORSY01.5627.1_2/64-437,SAMEA2338670,,S9,Bilophila_wadsworthia__BilWads6
3817,ORSY01.5627.1_3/11-266,SAMEA2338670,,S78,Bilophila_sp._4_1_30__BilSpec3
3818,OWCV01.5324.1_2/64-437,SAMEA3708503,,S9,Bilophila_wadsworthia__BilWads6
3819,OWCV01.5324.1_1/11-266,SAMEA3708503,,S17,Bilophila_sp._4_1_30__BilSpec3
3820,ORTP01.1109.1_19/64-437,SAMEA2338839,,S9,Bilophila_wadsworthia__BilWads6
3821,ORTP01.7590.1_1/1-291,SAMEA2338839,,S1172,Gordonibacter_pamelaeae_7-10-1-b__FP929047
3822,ORTP01.1109.1_18/11-266,SAMEA2338839,,S63,Bilophila_wadsworthia__BilWads6
3823,OZCJ01.17805.1_2/5-240,SAMN06164950,20215088,S1308,Desulfitibacter_alkalitolerans__DfiAlka2
3824,OVGJ01.19122.1_1/1-290,SAMN06016386,,S359,Bilophila_sp._4_1_30__BilSpec3
3825,OUQC01.70437.1_1/53-145,SAMN05194722,,,
3826,OUQC01.62644.1_1/11-94,SAMN05194722,,,
3827,OUQC01.62644.1_2/1-99,SAMN05194722,,,
3828,UZOQ01.12829.1_1/63-422,SAMN00792016,,S688,Desulfovibrio_piger__DslPige3
3829,UZOQ01.29194.1_1/11-266,SAMN00792016,,S794,Desulfovibrio_piger__DslPige3
3830,CAJLUU01.40.1_4/28-291,SAMEA7847243,ERP002469|131,S1522,Archaeoglobus_sulfaticallidus__ArgSulfa
3831,UYDE01.34301.1_2/50-357,SAMEA2158769,,S1143,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3832,UYDE01.51445.1_1/6-206,SAMEA2158769,,S778,Desulfitibacter_alkalitolerans__DfiAlka2
3833,UYDE01.51445.1_2/1-100,SAMEA2158769,,S1607,Anaerobic_bacterium_EtOH8__Bv2EtOH2
3834,OZDN01.36233.1_1/1-214,SAMN06165141,50724929,,
3835,OZDN01.33281.1_1/35-227,SAMN06165141,50724929,,
3836,ULRR01.17245.1_2/27-293,SAMEA4835688,,S1054,Moorella_thermoacetica_Y72_copy_2__MooTher5
3837,UZSE01.29413.1_2/1-110,SAMN00715272,,,
3838,OZGL01.39647.1_2/1-127,SAMN06165263,71448977,S1608,Desulfovibrio_piger__DslPige3
3839,USVX01.61560.1_1/1-211,SAMN06111987,,,
3840,ULXA01.49043.1_1/64-259,SAMEA4835827,,,
3841,ULXA01.41848.1_2/1-154,SAMEA4835827,,,
3842,ULXA01.41848.1_1/11-108,SAMEA4835827,,,
3843,USWZ01.22945.1_2/64-170,SAMN06111997,,S198,Bilophila_sp._4_1_30__BilSpec3
3844,USWZ01.25546.1_1/405-519,SAMN06111997,,S1609,Bilophila_wadsworthia__BilWads6
3845,OYJN01.4966.1_1/1-78,SAMN06165385,11715866,,
3846,OYJN01.6571.1_2/6-92,SAMN06165385,11715866,S1339,Desulfitibacter_alkalitolerans__DfiAlka2
3847,UPWW01.23394.1_1/6-227,SAMN06112026,,,
3848,UPWW01.56285.1_1/1-147,SAMN06112026,,,
3849,OYRX01.592.1_2/64-437,SAMN06165659,60148502,S9,Bilophila_wadsworthia__BilWads6
3850,OYRX01.592.1_1/11-266,SAMN06165659,60148502,S17,Bilophila_sp._4_1_30__BilSpec3
3851,OYRX01.2681.1_2/6-240,SAMN06165659,60148502,S891,Desulfitibacter_alkalitolerans__DfiAlka2
3852,OYRX01.4543.1_1/44-192,SAMN06165659,60148502,,
3853,OYRX01.2681.1_1/2-138,SAMN06165659,60148502,,
3854,UANI01.46914.1_1/1-105,SAMN06164841,18706034,S1610,Bilophila_wadsworthia__BilWads6
3855,UANI01.44593.1_1/1-98,SAMN06164841,18706034,S1611,Bilophila_wadsworthia__BilWads6
3856,OYKO01.1269.1_2/1-222,SAMN06165559,19919818,S888,Bilophila_wadsworthia__BilWads6
3857,UZMT01.2439.1_5/63-436,SAMN00715232,,S575,Desulfovibrio_piger__DslPige3
3858,UZMT01.2439.1_6/11-266,SAMN00715232,,S249,Desulfovibrio_piger__DslPige3
3859,CAAEQR01.108.1_2/64-437,SAMEA5279608,SRP056480|IT8,S143,Bilophila_wadsworthia__BilWads6
3860,CAAEQR01.108.1_3/11-266,SAMEA5279608,SRP056480|IT8,S511,Bilophila_wadsworthia__BilWads6
3861,OVFI01.2248.1_6/64-437,SAMN06016365,,S9,Bilophila_wadsworthia__BilWads6
3862,OVFI01.2248.1_5/11-266,SAMN06016365,,S63,Bilophila_wadsworthia__BilWads6
3863,UYEI01.65975.1_2/1-149,SAMEA2157917,,,
3864,UZSY01.19533.1_2/51-424,SAMN00792116,,S588,Desulfovibrio_piger__DslPige3
3865,UZSY01.27902.1_1/52-328,SAMN00792116,,S1612,Anaerobic_bacterium_sk.prop8__Bv2Prop2
3866,UZSY01.17681.1_1/1-236,SAMN00792116,,S742,Desulfovibrio_piger__DslPige3
3867,UZSY01.19533.1_1/11-75,SAMN00792116,,,
3868,OWGF01.6758.1_1/64-437,SAMEA3708614,,S199,Bilophila_sp._4_1_30__BilSpec3
3869,OWGF01.6758.1_2/1-253,SAMEA3708614,,S79,Bilophila_wadsworthia__BilWads6
3870,UZLY01.24565.1_2/1-77,SAMN00715176,,S1506,Bilophila_sp._4_1_30__BilSpec3
3871,UZLY01.24565.1_3/2-88,SAMN00715176,,,
3872,ORQJ01.7226.1_2/64-437,SAMEA2338657,,S9,Bilophila_wadsworthia__BilWads6
3873,ORQJ01.7226.1_3/11-266,SAMEA2338657,,S80,Bilophila_wadsworthia__BilWads6
3874,ULVZ01.30772.1_1/4-377,SAMEA4835800,,S9,Bilophila_wadsworthia__BilWads6
3875,ULVZ01.33813.1_3/1-133,SAMEA4835800,,,
